Source,Target,in_reply_to_statusID,tweet_ID,text,isRetweet,retweet_count,followers_count,friends_count,mentioned_users
Pão de Queijo,knallfrog,939932553791901696,939959782601035776,@knallfrog Das einfache Gemüt empfiehlt #Schulfernsehen  statt Krimiserien! Dann klappt es auch mit den Kommas (Kom… https://t.co/nAWnZJIl3m,False,0,14,128, 25519764 knallfrog Urs Brönnimann-
Marc Oliver Bürgi,LahorJakrlin,939915053171691522,939959101513138176,@LahorJakrlin Schwachsinn! Wir wollen weder im öffentlichen Verkehr  noch in der Telekommunikation und schon gar ni… https://t.co/GCjj547yLA,False,0,983,1919, 809005381 LahorJakrlin Lahor Jakrlin-
Serge Brunner,@Frechgeist,None,939958949406748672,RT @Frechgeist: Falls das stimmt  wäre es ein überzeugendes Argument für ein Ja zu #NoBillag . https://t.co/qRLmLqYj7c,True,2,47,233, 46348909 Frechgeist Markus Felber-
R. Brabi,@pascalkesseli,None,939957164755611648,"RT @pascalkesseli: Wer sagt  ohne SRF-Zwangsabo könnten Schweizer nicht informiert abstimmen, hat eine unrealistisch hohe Meinung vom SRF u…",True,22,35,56, 240646297 pascalkesseli Pascal Kesseli-
Politikfragen,@pascalkesseli,None,939956212896067584,"RT @pascalkesseli: Wer sagt  ohne SRF-Zwangsabo könnten Schweizer nicht informiert abstimmen, hat eine unrealistisch hohe Meinung vom SRF u…",True,22,3500,668, 240646297 pascalkesseli Pascal Kesseli-
(((Carl Kamarag))),@MaurusZeier,None,939955906904719361,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,166,103, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
NikBisch,byebyebillag,939234801306959873,939954871217938432,@byebyebillag Davon gehe ich nicht unbedingt aus  aber wenn bei einem ja zu #NoBillag anscheinend die Vögel vom Him… https://t.co/7us0Sjcl9a,False,0,9,36, 18830840 byebyebillag Bye Bye Billag-
Unabhängig Liberal,@UrsLeuthard,None,939954409848692737,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,39,92, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Serge (͡° ͜ʖ ͡°),@rudolf_mohler,None,939953881131442176,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,True,22,169,175, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-
Peter Voegele,@UrsLeuthard,None,939953621235568640,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,25,78, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Felix Schneuwly,salegen,939949731379281921,939953244444479488,@salegen @wahlch15 @NoBillag Eben! BAK- plus SRG-Förderung ist nicht subsidiär  entweder oder plus Drittmittel schon.,False,0,1909,1405, 207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
Rolf Todesco,@pascalkesseli,None,939952599993864193,"RT @pascalkesseli: Wer sagt  ohne SRF-Zwangsabo könnten Schweizer nicht informiert abstimmen, hat eine unrealistisch hohe Meinung vom SRF u…",True,22,75,135, 240646297 pascalkesseli Pascal Kesseli-
Felix Schneuwly,mikehabegger1,939948549101547520,939952398524493824,"@mikehabegger1 @salegen @wahlch15 @NoBillag Ich habe ein GA  unterstütze alles, was Solidarität und Eigenverantwort… https://t.co/jbuYA9GIoo",False,0,1909,1405, 889402712563077123 mikehabegger1 Michael Habegger-207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
R. Brabi,@LahorJakrlin,None,939950642935877633,RT @LahorJakrlin: @peha24 @naehdrescherin Das hatten wir schon mal. Siehe Bild. Jetzt ist die Geduld mit Doris und den @SRGSSR-Genossen zu…,True,2,35,56, 809005381 LahorJakrlin Lahor Jakrlin-198068825 peha24 Peter Haslebacher-49996637 naehdrescherin Zora Debrunner ✂-1871613643 SRGSSR SRG SSR-
Zora Debrunner ✂,peha24,939946055717871616,939949947599966210,@peha24 @LahorJakrlin Reformation und SRF find ich jetzt schon sehr passende Stichworte. #nobillag,False,0,5759,1641, 198068825 peha24 Peter Haslebacher-809005381 LahorJakrlin Lahor Jakrlin-
Salva Leutenegger,FelixSchneuwly,939934618085666816,939949731379281921,@FelixSchneuwly @wahlch15 @NoBillag Sie können sich gerne selber informieren  wie Kulturförderung in unserem Land f… https://t.co/G3mDqoayuC,False,0,477,446, 488573993 FelixSchneuwly Felix Schneuwly-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
Lahor Jakrlin,peha24,939946055717871616,939949713813573632,@peha24 @naehdrescherin Das hatten wir schon mal. Siehe Bild. Jetzt ist die Geduld mit Doris und den @SRGSSR-Genoss… https://t.co/ICfuVvs1rt,False,2,1505,464, 198068825 peha24 Peter Haslebacher-49996637 naehdrescherin Zora Debrunner ✂-1871613643 SRGSSR SRG SSR-
gab.ai/peter_nater,@SammyRohner,None,939949495340716035,"RT @SammyRohner: In Zeiten des #NoBillag Wahlkampfes scheint @Timcast Aussage auch in der Schweiz immer zutreffender zu sein: ""The media sh…",True,2,177,126, 890812014 SammyRohner Sammy Rohner-27000730 Timcast Tim Pool-
Sonnyboy2000,@pascalkesseli,None,939949457612967936,"RT @pascalkesseli: Wer sagt  ohne SRF-Zwangsabo könnten Schweizer nicht informiert abstimmen, hat eine unrealistisch hohe Meinung vom SRF u…",True,22,23,99, 240646297 pascalkesseli Pascal Kesseli-
gab.ai/peter_nater,@VitalSteiner,None,939949189777252352,"RT @VitalSteiner: Heisser Tipp für Investigativ-Recherche für @publiceye_ch  die mit 20000 dotiert ist: Jemand sollte dem ""humanitären"" Arm…",True,4,177,126, 937279827412946945 VitalSteiner Vital Steiner-13762452 publiceye_ch Public Eye-
Mini-Schwiz,morvjn,939550000501190656,939949005873836032,@morvjn @bierino @AlainS1991 @operationlibero Du hast nach der Annahme der #NoBillag Initiative 400 Fr. mehr zur Ve… https://t.co/3vRAMb7hs4,False,0,226,278, 123227057 morvjn Morvjn-64775572 bierino pierino cerliani-1425976159 AlainS1991 Alain Schwald-2674994976 operationlibero Operation Libero-
Michael Habegger,FelixSchneuwly,939934618085666816,939948549101547520,@FelixSchneuwly @salegen @wahlch15 @NoBillag Und was unterstützen sie als nächtes die Solidarität abzuschaffen… https://t.co/h0qlWZd8f6,False,0,34,121, 488573993 FelixSchneuwly Felix Schneuwly-207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
Marco Thoma,@radiorabe,None,939947766217834496,RT @radiorabe: Wenn die #NoBillag angenommen würde  könnten sich ein paar Milliardäre die ganze Medienlandschaft unter den Nagel reissen...…,True,2,261,435, 38142557 radiorabe Radio Bern 95.6 FM-
Michael Habegger,@salegen,None,939947717245235200,RT @salegen: @FelixSchneuwly @wahlch15 @NoBillag Sie wissen wie der Hase läuft  spielen hier aber den Agent provocateur. Dafür werden Sie b…,True,1,34,121, 207694861 salegen Salva Leutenegger-488573993 FelixSchneuwly Felix Schneuwly-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
Mini-Schwiz,meier_bernhard,939892239475658755,939946977000873985,@meier_bernhard @gwitzt @hardmanpolitics @operationlibero @NoBillag @AlainS1991 #Marktfans können keinen einzigen f… https://t.co/rsopaq8l5W,False,0,226,278, 3374295293 meier_bernhard Bernhard Meier-898025281 gwitzt Pascal-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
David Bopp,pascalkesseli,939892312586571776,939946290049376256,@pascalkesseli @BernhardStotz @NoBillag Ich denke da halt immer an Berlusconi-Italien.,False,0,169,904, 240646297 pascalkesseli Pascal Kesseli-1926461143 BernhardStotz Bernhard Stotz-1383737941 NoBillag No Billag!-
@S3ifenblase💭,@pascalkesseli,None,939946188283043840,"RT @pascalkesseli: Wer sagt  ohne SRF-Zwangsabo könnten Schweizer nicht informiert abstimmen, hat eine unrealistisch hohe Meinung vom SRF u…",True,22,427,430, 240646297 pascalkesseli Pascal Kesseli-
David Bopp,pascalkesseli,939892312586571776,939946158386040832,@pascalkesseli @BernhardStotz @NoBillag Geht nicht nur um SRF. Viele kleine Stationen profitieren.,False,0,169,904, 240646297 pascalkesseli Pascal Kesseli-1926461143 BernhardStotz Bernhard Stotz-1383737941 NoBillag No Billag!-
IT | Netzpolitik,@pascalkesseli,None,939946062793641984,"RT @pascalkesseli: Wer sagt  ohne SRF-Zwangsabo könnten Schweizer nicht informiert abstimmen, hat eine unrealistisch hohe Meinung vom SRF u…",True,22,427,354, 240646297 pascalkesseli Pascal Kesseli-
Alexander,@UrsLeuthard,None,939945060229156865,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,22,162, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Raymond M. Jara,@MaurusZeier,None,939944710923259904,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,144,85, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
Politik DACH | Intl,@MaurusZeier,None,939944568233037824,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,125,108, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
gab.ai/peter_nater,@boeserbube_com,None,939944239043145728,"RT @boeserbube_com: in tat und wahrheit leidet das ansehen der #schweiz  weil sich die politische #macht in den händen von regulierern, erz…",True,2,177,126, 703569709652955136 boeserbube_com Böser Bube-
Conrad Wagner,@UrsLeuthard,None,939944071640047619,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,166,198, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Horst Hövels,@boeserbube_com,None,939942379859128322,"RT @boeserbube_com: progressive  libertäre, freiheitliche kräfte in ganz #europa erstarken.  
dies ist unsere zeit!

lasst uns #gemeinsam k…",True,4,917,779, 703569709652955136 boeserbube_com Böser Bube-
(((Carl Kamarag))),@rudolf_mohler,None,939941979345051648,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,True,22,166,103, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-
jaquearnoux,@boeserbube_com,None,939941298626334720,"RT @boeserbube_com: progressive  libertäre, freiheitliche kräfte in ganz #europa erstarken.  
dies ist unsere zeit!

lasst uns #gemeinsam k…",True,4,721,2253, 703569709652955136 boeserbube_com Böser Bube-
Adrian Steiner,@MaurusZeier,None,939940933461774337,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,91,109, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
TW,@MaurusZeier,None,939940803752980480,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,166,192, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
Wolfgang Heil,@David_Stampfli,None,939940511594504192,"RT @David_Stampfli: Da weiss man echt nicht mehr  ob man lachen oder weinen soll...  #NEINzuNoBillag #NEINzuNoSRG #NoBillag
via @RuediWidme…",True,8,127,755, 115449079 David_Stampfli David Stampfli-
Regina Krieg,@VinzenzWyss,None,939939737376354304,RT @VinzenzWyss: Die Gefahr der #NoBillag Initiative liegt in der Kumulation von Nasenstüber.  Masüger sagts! #NEINzuNoBillag https://t.co/…,True,16,180,307, 43672512 VinzenzWyss Vinzenz Wyss-
Judith Mann,@boeserbube_com,None,939939609710034945,"RT @boeserbube_com: progressive  libertäre, freiheitliche kräfte in ganz #europa erstarken.  
dies ist unsere zeit!

lasst uns #gemeinsam k…",True,4,336,48, 703569709652955136 boeserbube_com Böser Bube-
Cédric Alber,@UrsLeuthard,None,939939588583383040,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,355,910, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Marc Bachmann,@CH_Mediennews,None,939939175406735361,RT @CH_Mediennews: #OperationLibero erreicht erstes Spendenziel im Kampf gegen #NoBillag - und will jetzt auf die Frontseite von #20Minuten…,True,1,599,412, 2587950776 CH_Mediennews bachmediennews-
kristjami,@JusoSchweiz,None,939939173368201217,RT @JusoSchweiz: Die JUSO beschliesst einstimmig die NEIN-Parole zur extremen Nobillag-Initiative! #jusodv https://t.co/b3zt277CMF,True,7,792,189, 49936613 JusoSchweiz JUSO Schweiz-
Fabio Hasler,gsalvisberg,939937392798130176,939938061009514497,@gsalvisberg @gregorischmid @uschleg @NoBillag Libertarismus ist extrem breit gefächert. DEN Libertarismus gibt es… https://t.co/EhCt4LiJne,False,0,258,533, 215969674 gsalvisberg Gabriela Salvisberg-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
Kurt Rustem,@FelixSchneuwly,None,939937639226060800,RT @FelixSchneuwly: @NoBillag ist ein «Anschlag auf die Demokratie»? Dieser demagogische Slogan und das Sprengstoff-Sujet von @operationlib…,True,31,272,400, 488573993 FelixSchneuwly Felix Schneuwly-1383737941 NoBillag No Billag!-
Gabriela Salvisberg,haeslii_f,939936025266225153,939937392798130176,@haeslii_f @gregorischmid @uschleg @NoBillag Der Kommunismus ist dem Libertarismus extrem ähnlich. Insofern  dass d… https://t.co/A68GHvgYME,False,0,1178,618, 962852718 haeslii_f Fabio Hasler-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
Karin,@NilsFiechter,None,939937206311030785,RT @NilsFiechter: #sportsawards machen beste Werbung für #NoBillag 👌🏻Ein solches Intro können Private auch. Notfalls sogar wir von der @jsv…,True,1,20,80, 2159130476 NilsFiechter Nils Fiechter-
Chr. Röthlisberger,@UrsLeuthard,None,939936899610959873,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,1046,811, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Geram,@MaurusZeier,None,939936391353561088,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,182,165, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
Fabio Hasler,gsalvisberg,939935441159061504,939936025266225153,@gsalvisberg @gregorischmid @uschleg @NoBillag Ich drehe die Argumentation jetzt mal um: Wie weit darf Zwang in ihr… https://t.co/LXCn1g7am5,False,0,258,533, 215969674 gsalvisberg Gabriela Salvisberg-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
Fritz,@MaurusZeier,None,939936010535923713,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,342,306, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
Gabriela Salvisberg,haeslii_f,939932878993018882,939935441159061504,@haeslii_f @gregorischmid @uschleg @NoBillag Ach  schon wieder der böse Zwang. Ganz ehrlich: Ich wünsche euch Liber… https://t.co/Nehj8vfdTS,False,0,1178,618, 962852718 haeslii_f Fabio Hasler-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
Lukas Felix,@UrsLeuthard,None,939935235617296385,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,11,35, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
mbodmer,@David_Stampfli,None,939934821706555392,"RT @David_Stampfli: Da weiss man echt nicht mehr  ob man lachen oder weinen soll...  #NEINzuNoBillag #NEINzuNoSRG #NoBillag
via @RuediWidme…",True,8,28,141, 115449079 David_Stampfli David Stampfli-
Felix Schneuwly,salegen,939792043139911680,939934618085666816,"@salegen @wahlch15 @NoBillag Sie unterstellen mir da etwas! Sorry  ich begreife, dass ein Künstler vom BAK Geld für… https://t.co/zQpuo2c0gZ",False,0,1909,1405, 207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
SWIMMING w. SHARKS,@byebyebillag,None,939933529345052672,RT @byebyebillag: Wohin die Millionen fliessen. Heute: Sport Sponsoring... Der Zirkus züchtet seine Artisten gleich selbst... dann lieber J…,True,3,51,87, 18830840 byebyebillag Bye Bye Billag-
Andri Franziscus,uschleg,939901705176670208,939933014657851393,@uschleg Können Sie mir erklären  welche Punkte hier eine Neu-Definition des #servicepublic verlangen? #NoBillag ve… https://t.co/W8ig6ywcDx,False,0,460,399, 145581619 uschleg Urs Schlegel-
(((Friedrich))),@MaurusZeier,None,939932922903220226,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,206,144, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
Adrian Steiner,@rudolf_mohler,None,939932922777407491,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,True,22,91,109, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-
privat unterwegs🤫,@MaurusZeier,None,939932921925980161,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,104,143, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
Fabio Hasler,gsalvisberg,939932070759067648,939932878993018882,@gsalvisberg @gregorischmid @uschleg @NoBillag Ja  nur haben alle diese Punkte nicht per se einen direkten Nutzen f… https://t.co/kVd6HfHicB,False,0,258,533, 215969674 gsalvisberg Gabriela Salvisberg-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
TW,@rudolf_mohler,None,939932783928942593,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,True,22,166,192, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-
Felix Schneuwly,thiaess,939851485650800640,939932444983164930,@thiaess @salegen @wahlch15 @NoBillag @FlorianSchwab Ich verstehe ganz einfach nicht  warum wir Kulturförderung mit… https://t.co/e8L15yvnqv,False,0,1909,1405, 779361360727638017 thiaess Matthias Gehrig-207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-376818440 FlorianSchwab Florian Schwab-
Gabriela Salvisberg,haeslii_f,939931093704290304,939932070759067648,@haeslii_f @gregorischmid @uschleg @NoBillag Erstens geht es nicht nur um die SRG  sondern um eine folgenschwere Ve… https://t.co/q0fxvYIdux,False,0,1178,618, 962852718 haeslii_f Fabio Hasler-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
André Müller,Katholisch,939733212863127552,939932050727034881,@Katholisch und #Angelina @tiana_moser war heute Abend eingeladen bei @MarkusGilli in #Sonntalk ... es wurde ihr al… https://t.co/4bQihybGiM,False,0,98,32, 20233612 Katholisch Katholisch-906476588983824386 tiana_moser Tiana Angelina Moser-473908381 MarkusGilli Markus Gilli-
Geram,@rudolf_mohler,None,939931862256050176,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,True,22,182,165, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-
Roman Badertscher,@blickipedia,None,939931805783904256,"RT @blickipedia: @MaurusZeier @CVP_PDC @cvpluzern @NoBillag @LuzernerZeitung So  dann hier, wie ""schlimm"" es wirklich ist mit dem Gewerbe:…",True,1,101,90, 1694737687 blickipedia DanielBlickenstorfer-131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-168485301 LuzernerZeitung Luzerner Zeitung-
Gregori Schmid,gsalvisberg,939931324244287488,939931667837390849,@gsalvisberg @haeslii_f @uschleg @NoBillag Die Deckung der externen Kosten ist m. E. klar mit einzubeziehen bei Kostenwahrheit👍,False,0,936,868, 215969674 gsalvisberg Gabriela Salvisberg-962852718 haeslii_f Fabio Hasler-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
Toni Halter,@MaurusZeier,None,939931493467598849,RT @MaurusZeier: Ehemaliger Nationalratspräsident und @CVP_PDC @cvpluzern Nationalrat Ruedi Lustenberger unterstützt @NoBillag. @LuzernerZe…,True,27,113,103, 131777731 MaurusZeier Maurus Zeier-172375021 CVP_PDC CVP PDC PPD PCD-9569812 cvpluzern CVP Kanton Luzern-1383737941 NoBillag No Billag!-
Laurens van Rooijen,viktorgiacobbo,928381094487101440,939931455815389185,@viktorgiacobbo @zac1967 @NoBillag Fast: Willi Wadenbeisser kommt wohl besser hin als Harry Hasler... wuff!,False,0,2103,2096, 53662353 viktorgiacobbo Viktor Giacobbo-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-
Gabriela Salvisberg,gregorischmid,939929909455151104,939931324244287488,@gregorischmid @haeslii_f @uschleg @NoBillag Wenn Kostenwahrheit auch die Umweltschäden beim gesamten Verkehr berüc… https://t.co/DfRpJmHqL0,False,0,1178,618, 822013926 gregorischmid Gregori Schmid-962852718 haeslii_f Fabio Hasler-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
Gregori Schmid,gsalvisberg,939929876001419264,939931319483752448,@gsalvisberg @uschleg @NoBillag Die Verfassungsänderung betrifft einen Teil der Verfassung  das Parlament hat die g… https://t.co/9FmNfx7plL,False,0,936,868, 215969674 gsalvisberg Gabriela Salvisberg-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
Fabio Hasler,gsalvisberg,939928340152094720,939931093704290304,@gsalvisberg @gregorischmid @uschleg @NoBillag Essen sie nicht? Wenn doch  haben Autobahnen einen Nutzen. Btw könnt… https://t.co/P21KGR4OZO,False,0,258,533, 215969674 gsalvisberg Gabriela Salvisberg-822013926 gregorischmid Gregori Schmid-145581619 uschleg Urs Schlegel-1383737941 NoBillag No Billag!-
Jonas Schmid,@UrsLeuthard,None,939931056505065472,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,271,556, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Laurens van Rooijen,peme49,928591418062499841,939930952855322624,@peme49 @zac1967 @viktorgiacobbo @NoBillag Zanetti und Erich Hess haben Fraktionsintern den Auftrag gefasst  als rü… https://t.co/AOLnIPLnFI,False,0,2103,2096, 457712086 peme49 Peter Meier-121068845 zac1967 Claudio Zanetti-53662353 viktorgiacobbo Viktor Giacobbo-1383737941 NoBillag No Billag!-
Fritz,@rudolf_mohler,None,939930725960310784,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,True,22,342,306, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-
Gabriela Salvisberg,uschleg,939929769772306432,939930442781855745,@uschleg @haeslii_f @gregorischmid @NoBillag Als ob das alles nur per Vignette bezahlt würde.,False,0,1178,618, 145581619 uschleg Urs Schlegel-962852718 haeslii_f Fabio Hasler-822013926 gregorischmid Gregori Schmid-1383737941 NoBillag No Billag!-
Politik DACH | Intl,@rudolf_mohler,None,939930370228785158,RT @rudolf_mohler: Unabhängig vom Ausgang @NoBillag/@NoSendeschluss: Die @SRGSSR wird schrumpfen müssen. Hier ist Sparpotenzial vorhanden.…,True,22,125,108, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-885159891891040256 NoSendeschluss Sendeschluss NEIN-1871613643 SRGSSR SRG SSR-
(((Don Giovanni))),@viktorgiacobbo,None,939930363182440448,RT @viktorgiacobbo: @zac1967 @NoBillag Dein Twitter-Ich ist also eine Art Harry Hasler? 😂,True,2,865,236, 53662353 viktorgiacobbo Viktor Giacobbo-121068845 zac1967 Claudio Zanetti-1383737941 NoBillag No Billag!-
